name,초중고,설립년도,설립형태,소재지도로명주소,시도교육청,교육지원청,위도,경도
횡계초등학교,초등학교,1967,공립,강원도 평창군 대관령면 꽃밭양지길 16-3,강원도교육청,강원도평창교육지원청,37.67651721,128.7118375
염작초등학교,초등학교,1967,공립,충청남도 아산시 둔포면 아산밸리중앙로 33,충청남도교육청,충청남도아산교육지원청,36.92445676,127.0519594
당산초등학교,초등학교,1967,공립,충청남도 당진시 송산면 당산2로 185,충청남도교육청,충청남도당진교육지원청,36.93625546,126.6500418
영덕여자중학교,중학교,1967,사립,경상북도 영덕군 영덕읍 영덕로 206,경상북도교육청,경상북도영덕교육지원청,36.4131736,129.3745519
사천여자고등학교,고등학교,1967,사립,경상남도 사천시 사천읍 옥산로 47,경상남도교육청,경상남도사천교육지원청,35.08045251,128.0883888
포산고등학교,고등학교,1967,공립,대구광역시 달성군 현풍읍 비슬로 556-13,대구광역시교육청,대구광역시달성교육지원청,35.69081479,128.447956
보영여자중학교,중학교,1967,사립,경기도 동두천시 동광로 124,경기도교육청,경기도동두천양주교육지원청,37.91198659,127.0610196
상명대학교사범대학부속여자고등학교,고등학교,1967,사립, 종로구 홍지문2길 20,서울특별시교육청,서울특별시중부교육지원청,37.60410891,126.9551595
경성고등학교,고등학교,1967,사립, 마포구 성미산로 111,서울특별시교육청,서울특별시서부교육지원청,37.56351064,126.9191663
해남제일중학교,중학교,1966,공립,전라남도 해남군 해남읍 명문길 19,전라남도교육청,전라남도해남교육지원청,34.57655772,126.5965165
이서고등학교,고등학교,1966,사립,경상북도 청도군 이서면 학산1길 22,경상북도교육청,경상북도청도교육지원청,35.66249467,128.6684614
상명대학교사범대학부속초등학교,초등학교,1966,사립,서울특별시 종로구 홍지문2길 1,서울특별시교육청,서울특별시중부교육지원청,37.60044056,126.9567149
장림초등학교,초등학교,1966,공립,부산광역시 사하구 장림번영로103번길 10,부산광역시교육청,부산광역시서부교육지원청,35.08217075,128.9765367
명덕고등학교,고등학교,1966,사립,경상남도 함안군 가야읍 고분길 107,경상남도교육청,경상남도함안교육지원청,35.27250669,128.4024888
지현초등학교,초등학교,1966,공립,경기도 포천시 화현면 봉화로 926-9,경기도교육청,경기도포천교육지원청,37.92906522,127.2654578
울산경의고등학교,고등학교,1966,사립,울산광역시 울주군 상북면 상북로 248,울산광역시교육청,울산광역시강남교육지원청,35.58852032,129.0932748
광탄중학교,중학교,1966,사립,경기도 파주시 광탄면 혜음로 1128,경기도교육청,경기도파주교육지원청,37.78194408,126.8473214
금남초등학교,초등학교,1966,공립,경기도 남양주시 화도읍 북한강로 1506,경기도교육청,경기도구리남양주교육지원청,37.64368647,127.3620146
경명여자고등학교,고등학교,1966,사립,대구광역시 북구 칠성로17길 18,대구광역시교육청,대구광역시서부교육지원청,35.88072706,128.5984327
장기초등학교모포분교장,초등학교,1966,공립,경상북도 포항시 남구 장기면 모포길 59,경상북도교육청,경상북도포항교육지원청,35.93461289,129.5234324
정교초등학교,초등학교,1966,공립,경기도 포천시 가산면 정금로 77,경기도교육청,경기도포천교육지원청,37.81599949,127.1698954
장흥여자중학교,중학교,1966,공립,전라남도 장흥군 장흥읍 못골길 1,전라남도교육청,전라남도장흥교육지원청,34.68260537,126.9120574
숭덕여자중학교,중학교,1966,사립,인천광역시 남동구 만수로73번길 20-23,인천광역시교육청,인천광역시동부교육지원청,37.46428211,126.7339171
탑리여자중학교,중학교,1966,사립,경상북도 의성군 금성면 탑리4길 25-6,경상북도교육청,경상북도의성교육지원청,36.25576021,128.6836772
화성초등학교,초등학교,1966,공립,경기도 오산시 내삼미로 18,경기도교육청,경기도화성오산교육지원청,37.16477164,127.0691917
팔탄초등학교대방분교장,초등학교,1966,공립,경기도 화성시 팔탄면 노하길 398,경기도교육청,경기도화성오산교육지원청,37.16190364,126.8701572
서울옥수초등학교,초등학교,1966,공립,서울특별시 성동구 금호로1길 25,서울특별시교육청,서울특별시성동광진교육지원청,37.54552939,127.0218696
묘산중학교,중학교,1966,사립,경상남도 합천군 묘산면 묘산로 157-70,경상남도교육청,경상남도합천교육지원청,35.66049728,128.1135315
구례여자중학교,중학교,1966,공립,전라남도 구례군 구례읍 구례여중길 9,전라남도교육청,전라남도구례교육지원청,35.20579133,127.4635937
고흥여자중학교,중학교,1966,공립,전라남도 고흥군 고흥읍 흥양길 2,전라남도교육청,전라남도고흥교육지원청,34.61020858,127.2885891
신한중학교,중학교,1966,사립,경기도 평택시 신한1길 26,경기도교육청,경기도평택교육지원청,36.99427251,127.1028773
양동고등학교,고등학교,1966,사립,경기도 양평군 양동면 학둔지윗길 47-7,경기도교육청,경기도양평교육지원청,37.42168348,127.755652
영광여자고등학교,고등학교,1966,사립,경상북도 영주시 숫골길23번길 39,경상북도교육청,경상북도영주교육지원청,36.83198724,128.6211922
창녕여자고등학교,고등학교,1966,사립,경상남도 창녕군 창녕읍 신당길 30,경상남도교육청,경상남도창녕교육지원청,35.54030458,128.5053412
제천동중학교,중학교,1966,공립,충청북도 제천시 의병대로 301,충청북도교육청,충청북도제천교육지원청,37.13263421,128.2346597
영화국제관광고등학교,고등학교,1966,사립,인천광역시 동구 우각로 39,인천광역시교육청,인천광역시남부교육지원청,37.47139745,126.6403955
함창중앙초등학교,초등학교,1966,공립,경상북도 상주시 함창읍 구향로 87-10,경상북도교육청,경상북도상주교육지원청,36.57369102,128.1774827
자은중학교,중학교,1966,공립,전라남도 신안군 자은면 구영2길 82,전라남도교육청,전라남도신안교육지원청,34.88817128,126.0441776
서울도봉초등학교,초등학교,1966,공립,서울특별시 도봉구 도봉로173길 96,서울특별시교육청,서울특별시북부교육지원청,37.67996175,127.0382887
대전대신초등학교,초등학교,1966,공립,대전광역시 중구 솔밭로 16,대전광역시교육청,대전광역시동부교육지원청,36.31656921,127.4194159
수륜중학교,중학교,1966,사립,경상북도 성주군 수륜면 참별로 888,경상북도교육청,경상북도성주교육지원청,35.83081062,128.1964419
성전고등학교,고등학교,1966,공립,전라남도 강진군 성전면 별뫼로 367-9,전라남도교육청,전라남도강진교육지원청,34.69371745,126.7064011
창원공업고등학교,고등학교,1966,사립,경상남도 창원시 의창구 사화로 410,경상남도교육청,경상남도창원교육지원청,35.23631124,128.6437086
영산고등학교,고등학교,1966,사립,전라남도 나주시 영강길 32,전라남도교육청,전라남도나주교육지원청,35.00894093,126.7139419
비금중학교,중학교,1966,공립,전라남도 신안군 비금면 유옥우길 65,전라남도교육청,전라남도신안교육지원청,34.75982764,125.9232613
경신고등학교,고등학교,1966,사립,대구광역시 수성구 달구벌대로504길 34,대구광역시교육청,대구광역시동부교육지원청,35.85548176,128.6375875
갑천고등학교,고등학교,1966,공립,강원도 횡성군 갑천면 갑천로 17,강원도교육청,강원도횡성교육지원청,37.56069062,128.1143746
홍익대학교사범대학부속초등학교,초등학교,1966,사립,서울특별시 마포구 성미산로 51,서울특별시교육청,서울특별시서부교육지원청,37.55964474,126.9132084
학봉초등학교,초등학교,1966,공립,충청남도 공주시 반포면 동학사1로 141-10,충청남도교육청,충청남도공주교육지원청,36.36079324,127.25279
동지여자고등학교,고등학교,1966,사립,경상북도 포항시 북구 용흥로 123,경상북도교육청,경상북도포항교육지원청,36.03865306,129.3467246
연무초등학교,초등학교,1966,공립,경기도 수원시 팔달구 창룡대로103번길 60,경기도교육청,경기도수원교육지원청,37.28730746,127.0219242
목포제일여자고등학교,고등학교,1966,공립,전라남도 목포시 삼향천로 85,전라남도교육청,전라남도목포교육지원청,34.80762176,126.430872
광주동신중학교,중학교,1966,사립,광주광역시 북구 동문대로 50,광주광역시교육청,광주광역시동부교육지원청,35.16943786,126.9223461
제주중앙여자중학교,중학교,1966,공립,제주특별자치도 제주시 서사로11길 8,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.50520116,126.5216203
송원고등학교,고등학교,1966,사립,광주광역시 남구 송암로 73,광주광역시교육청,광주광역시서부교육지원청,35.10818451,126.8732664
부산관광고등학교,고등학교,1966,사립,부산광역시 서구 천마로 52,부산광역시교육청,부산광역시서부교육지원청,35.08250056,129.0222269
세풍초등학교,초등학교,1966,공립,전라남도 광양시 광양읍 해광로 583,전라남도교육청,전라남도광양교육지원청,34.94394605,127.5822252
경상여자중학교,중학교,1966,사립,대구광역시 서구 국채보상로 384,대구광역시교육청,대구광역시서부교육지원청,35.8706847,128.5738084
능주중학교,중학교,1966,사립,전라남도 화순군 능주면 죽수길 31-2,전라남도교육청,전라남도화순교육지원청,34.98516412,126.9590427
여남중학교,중학교,1966,공립,전라남도 여수시 남면 우실해안길 5,전라남도교육청,전라남도여수교육지원청,34.51226252,127.7679765
보성고등학교,고등학교,1966,공립,전라남도 보성군 보성읍 용문길 48,전라남도교육청,전라남도보성교육지원청,34.77571293,127.0942137
매괴여자중학교,중학교,1966,사립,충청북도 음성군 감곡면 매괴길 10,충청북도교육청,충청북도음성교육지원청,37.12067594,127.6406558
파주중학교,중학교,1966,사립,경기도 파주시 파주읍 술이홀로 377,경기도교육청,경기도파주교육지원청,37.83304398,126.8296957
백산고등학교,고등학교,1966,사립,전라북도 부안군 백산면 백산로 379,전라북도교육청,전라북도부안교육지원청,35.70808449,126.7910026
병영상업고등학교,고등학교,1966,공립,전라남도 강진군 병영면 하멜로 372,전라남도교육청,전라남도강진교육지원청,34.71314245,126.8136156
나주북초등학교,초등학교,1966,공립,전라남도 나주시 청암길 47-23,전라남도교육청,전라남도나주교육지원청,35.04811858,126.7277708
실내초등학교,초등학교,1966,공립,강원도 화천군 사내면 실내길 26,강원도교육청,강원도화천교육지원청,38.12010974,127.5317739
김제북초등학교,초등학교,1966,공립,전라북도 김제시 콩쥐팥쥐로 306-56,전라북도교육청,전라북도김제교육지원청,35.81496393,126.9338485
여수진남초등학교,초등학교,1966,공립,전라남도 여수시 좌수영로 131,전라남도교육청,전라남도여수교육지원청,34.7525861,127.7268795
유석초등학교,초등학교,1966,사립,서울특별시 강서구 화곡로69길 9,서울특별시교육청,서울특별시강서양천교육지원청,37.56080588,126.8537249
중문고등학교,고등학교,1966,공립,제주특별자치도 서귀포시 일주서로570번길 19,제주특별자치도교육청,제주특별자치도서귀포시교육지원청,33.25486483,126.4468949
충암중학교,중학교,1966,사립,서울특별시 은평구 가좌로5길 5,서울특별시교육청,서울특별시서부교육지원청,37.58464029,126.9218095
경북자연과학고등학교,고등학교,1966,사립,경상북도 상주시 공성면 문화마을길 23,경상북도교육청,경상북도상주교육지원청,36.27931281,128.0942764
신언중학교,중학교,1966,공립,울산광역시 울주군 언양읍 방천9길 19,울산광역시교육청,울산광역시강남교육지원청,35.56747899,129.1137675
온산중학교,중학교,1966,공립,울산광역시 울주군 온산읍 명봉거남로 78,울산광역시교육청,울산광역시강남교육지원청,35.43958116,129.3177428
광주백운초등학교,초등학교,1966,공립,광주광역시 남구 독립로 51,광주광역시교육청,광주광역시서부교육지원청,35.13817423,126.8999243
부전초등학교,초등학교,1966,공립,부산광역시 부산진구 부전로65번길 25,부산광역시교육청,부산광역시남부교육지원청,35.15495179,129.0531113
시량초등학교,초등학교,1966,공립,충청남도 예산군 덕산면 덕산온천로 91,충청남도교육청,충청남도예산교육지원청,36.68575301,126.6431428
은혜초등학교,초등학교,1966,사립,서울특별시 은평구 통일로78가길 20,서울특별시교육청,서울특별시서부교육지원청,37.61773281,126.9273984
세종대성고등학교,고등학교,1966,사립,세종특별자치시 다솜로 22,세종특별자치시교육청,세종특별자치시교육청,36.49713137,127.2546814
문명고등학교,고등학교,1966,사립,경상북도 경산시 경청로230길 30,경상북도교육청,경상북도경산교육지원청,35.80503215,128.7451394
덕암정보고등학교,고등학교,1966,사립,전라북도 김제시 하공로 9,전라북도교육청,전라북도김제교육지원청,35.81309241,126.8870829
의령여자고등학교,고등학교,1966,사립,경상남도 의령군 가례면 의병로 67,경상남도교육청,경상남도의령교육지원청,35.32416174,128.2453647
해양초등학교,초등학교,1966,공립,경상남도 남해군 남해읍 화전로 25,경상남도교육청,경상남도남해교육지원청,34.83414511,127.8951901
대구신흥초등학교,초등학교,1966,공립,대구광역시 달서구 두류공원로 257,대구광역시교육청,대구광역시남부교육지원청,35.85633367,128.5563376
만경여자고등학교,고등학교,1966,사립,전라북도 김제시 만경읍 만경로 823,전라북도교육청,전라북도김제교육지원청,35.85368915,126.8147776
대전동산중학교,중학교,1966,사립,대전광역시 중구 문화로 183,대전광역시교육청,대전광역시동부교육지원청,36.31611842,127.4044919
충암초등학교,초등학교,1966,사립,서울특별시 은평구 가좌로5길 5,서울특별시교육청,서울특별시서부교육지원청,37.58464029,126.9218095
군북고등학교,고등학교,1966,사립,경상남도 함안군 군북면 사군로 1558,경상남도교육청,경상남도함안교육지원청,35.25959757,128.3435335
대구평리초등학교,초등학교,1966,공립,대구광역시 서구 국채보상로53길 6-5,대구광역시교육청,대구광역시서부교육지원청,35.87239568,128.5613416
동의공업고등학교,고등학교,1966,사립,부산광역시 부산진구 양지로 50,부산광역시교육청,부산광역시남부교육지원청,35.16600974,129.0717385
광주동신고등학교,고등학교,1966,사립,광주광역시 북구 동문대로 50,광주광역시교육청,광주광역시동부교육지원청,35.16943786,126.9223461
선명여자고등학교,고등학교,1966,사립,경상남도 진주시 남강로 51-25,경상남도교육청,경상남도진주교육지원청,35.16415402,128.0420882
단천초등학교,초등학교,1966,공립,충청북도 단양군 단성면 북상하리길 53,충청북도교육청,충청북도단양교육지원청,36.92657152,128.3388435
제주여자상업고등학교,고등학교,1966,공립,제주특별자치도 제주시 동문로 89-1,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.51467082,126.536353
설악중학교,중학교,1966,공립,강원도 속초시 미시령로 3402,강원도교육청,강원도속초양양교육지원청,38.20550398,128.5790108
합천여자중학교,중학교,1966,사립,경상남도 합천군 합천읍 남정길 25-5,경상남도교육청,경상남도합천교육지원청,35.56284985,128.1546743
김포대명초등학교,초등학교,1966,공립,경기도 김포시 대곶면 대곶로20번길 17,경기도교육청,경기도김포교육지원청,37.64842669,126.553575
여양중학교,중학교,1966,사립,전라남도 여수시 소라면 덕양로 345,전라남도교육청,전라남도여수교육지원청,34.78900295,127.6314339
개곡초등학교,초등학교,1966,공립,경기도 김포시 월곶면 애기봉로 445,경기도교육청,경기도김포교육지원청,37.73203072,126.5936415
진영고등학교,고등학교,1966,공립,경상남도 김해시 진영읍 여래로20번길 35,경상남도교육청,경상남도김해교육지원청,35.30476772,128.7300047
순창고등학교,고등학교,1966,사립,전라북도 순창군 순창읍 옥천로 67-14,전라북도교육청,전라북도순창교육지원청,35.37990162,127.1405508
외산중학교,중학교,1966,사립,충청남도 부여군 외산면 외산로 55-14,충청남도교육청,충청남도부여교육지원청,36.30026287,126.700252
익산고등학교,고등학교,1966,사립,전라북도 익산시 금마면 고도길 85,전라북도교육청,전라북도익산교육지원청,35.99491837,127.0554797
풍생중학교,중학교,1966,사립,경기도 성남시 수정구 산성대로 111,경기도교육청,경기도성남교육지원청,37.43504295,127.1314147
대구금계초등학교,초등학교,1966,공립,대구광역시 달성군 옥포읍 금계길 55,대구광역시교육청,대구광역시달성교육지원청,35.78888934,128.443749
천성중학교,중학교,1966,사립,충청남도 천안시 동남구 벌말1길 7,충청남도교육청,충청남도천안교육지원청,36.81268681,127.1740364
대광초등학교,초등학교,1966,사립,서울특별시 성북구 안암로 5,서울특별시교육청,서울특별시성북강북교육지원청,37.57915104,127.0234459
황지고등학교,고등학교,1966,공립,강원도 태백시 번영로 179,강원도교육청,강원도태백교육지원청,37.16112037,128.9855688
한국나노마이스터고등학교,고등학교,1966,공립,경상남도 밀양시 무안면 신법길 29,경상남도교육청,경상남도밀양교육지원청,35.4784026,128.6531771
전남고등학교,고등학교,1966,공립,광주광역시 서구 상무공원로 32,광주광역시교육청,광주광역시서부교육지원청,35.14747561,126.8437327
기장고등학교,고등학교,1966,공립,부산광역시 기장군 기장읍 차성서로 77,부산광역시교육청,부산광역시해운대교육지원청,35.24015148,129.2090256
염광중학교,중학교,1966,사립,서울특별시 노원구 월계로45가길 9,서울특별시교육청,서울특별시북부교육지원청,37.6302165,127.0492646
한양초등학교,초등학교,1966,사립,서울특별시 성동구 살곶이길 208,서울특별시교육청,서울특별시성동광진교육지원청,37.55762103,127.0502634
숭의초등학교,초등학교,1966,사립,서울특별시 중구 소파로2길 10,서울특별시교육청,서울특별시중부교육지원청,37.55785308,126.9874816
동의중학교,중학교,1966,사립,부산광역시 부산진구 진남로462번길 16,부산광역시교육청,부산광역시남부교육지원청,35.16436585,129.070422
곤명중학교,중학교,1966,사립,경상남도 사천시 곤명면 송림길 34,경상남도교육청,경상남도사천교육지원청,35.1194671,127.9522657
하성중학교,중학교,1966,공립,경기도 김포시 하성면 애기봉로806번길 30,경기도교육청,경기도김포교육지원청,37.71800638,126.6284333
밀양동명고등학교,고등학교,1966,사립,경상남도 밀양시 하남읍 동명길 14,경상남도교육청,경상남도밀양교육지원청,35.37270065,128.7134587
신당초등학교,초등학교,1966,공립,충청남도 홍성군 서부면 남당항로270번길 43,충청남도교육청,충청남도홍성교육지원청,36.54777193,126.4730622
상명대학교사범대학부속여자중학교,중학교,1966,사립,서울특별시 종로구 홍지문2길 20,서울특별시교육청,서울특별시중부교육지원청,37.60410891,126.9551595
대흥고등학교,고등학교,1966,사립,충청남도 예산군 대흥면 예당로 845,충청남도교육청,충청남도예산교육지원청,36.60548656,126.7916056
군산대성중학교,중학교,1966,사립,전라북도 군산시 임피면 임피향교길 44-6,전라북도교육청,전라북도군산교육지원청,35.98863023,126.8486974
대전성모초등학교,초등학교,1966,사립,대전광역시 중구 대흥로 62,대전광역시교육청,대전광역시동부교육지원청,36.32246468,127.4182965
함백고등학교,고등학교,1966,공립,강원도 정선군 신동읍 함백로 376,강원도교육청,강원도정선교육지원청,37.21571556,128.6737459
철성고등학교,고등학교,1966,사립,경상남도 고성군 고성읍 대가로 12,경상남도교육청,경상남도고성교육지원청,34.98406642,128.3201646
경남로봇고등학교,고등학교,1966,사립,경상남도 함안군 대산면 대산중앙로 102-2,경상남도교육청,경상남도함안교육지원청,35.34795693,128.4392206
대아고등학교,고등학교,1966,사립,경상남도 진주시 서장대로185번길 14,경상남도교육청,경상남도진주교육지원청,35.18992819,128.0583889
신일고등학교,고등학교,1966,사립, 강북구 솔매로49길 20,서울특별시교육청,서울특별시성북강북교육지원청,37.62796722,127.0284031
서울공연예술고등학교,고등학교,1966,사립, 구로구 오리로22나길 16-26,서울특별시교육청,서울특별시남부교육지원청,37.49993066,126.8326087
서울대신초등학교,초등학교,1965,공립,서울특별시 서대문구 이화여대2길 27,서울특별시교육청,서울특별시서부교육지원청,37.55795026,126.9480572
사내중학교,중학교,1965,공립,강원도 화천군 사내면 포화로 1093,강원도교육청,강원도화천교육지원청,38.06471424,127.5191095
혜화초등학교,초등학교,1965,사립,부산광역시 동래구 명장로99번길 25,부산광역시교육청,부산광역시동래교육지원청,35.20226047,129.1132938
연세중학교,중학교,1965,사립,경기도 남양주시 조안면 북한강로 545,경기도교육청,경기도구리남양주교육지원청,37.5685278,127.3219261
동이초등학교우산분교장,초등학교,1965,공립,충청북도 옥천군 동이면 우산로2길 23,충청북도교육청,충청북도옥천교육지원청,36.27791087,127.6819337
대신여자중학교,중학교,1965,사립,부산광역시 서구 보동길 268,부산광역시교육청,부산광역시서부교육지원청,35.11346466,129.0248053
강원중학교,중학교,1965,사립,강원도 춘천시 동면 장학길 24,강원도교육청,강원도춘천교육지원청,37.89496596,127.7564189
녹양초등학교,초등학교,1965,공립,경기도 의정부시 체육로 265-25,경기도교육청,경기도의정부교육지원청,37.76328558,127.0370684
부용초등학교,초등학교,1965,공립,충청북도 영동군 영동읍 학산영동로 1155,충청북도교육청,충청북도영동교육지원청,36.16725603,127.7671213
한송중학교,중학교,1965,공립,충청북도 제천시 한수면 미륵송계로6길 12,충청북도교육청,충청북도제천교육지원청,36.88300948,128.0800468
영광여자중학교,중학교,1965,사립,경상북도 영주시 두서길 120,경상북도교육청,경상북도영주교육지원청,36.83289851,128.6208221
단월중학교,중학교,1965,사립,경기도 양평군 단월면 보룡길 83,경기도교육청,경기도양평교육지원청,37.54105141,127.6725011
진안중앙초등학교,초등학교,1965,공립,전라북도 진안군 진안읍 학천변길 37-6,전라북도교육청,전라북도진안교육지원청,35.79574813,127.4361866
낙동중학교,중학교,1965,공립,경상북도 상주시 낙동면 낙동3길 14-5,경상북도교육청,경상북도상주교육지원청,36.3654791,128.3001767
회인중학교,중학교,1965,공립,충청북도 보은군 회인면 회인로 73,충청북도교육청,충청북도보은교육지원청,36.49453108,127.5967488
인제남초등학교,초등학교,1965,공립,강원도 인제군 인제읍 인제로156번길 34,강원도교육청,강원도인제교육지원청,38.06409774,128.1706146
삼계중학교,중학교,1965,공립,전라남도 장성군 삼계면 사창로 47,전라남도교육청,전라남도장성교육지원청,35.2584815,126.6654827
용유중학교,중학교,1965,공립,인천광역시 중구 남북로87번길 4,인천광역시교육청,인천광역시남부교육지원청,37.44825105,126.4123732
신의초등학교,초등학교,1965,공립,전라남도 신안군 신의면 신의로 710-57,전라남도교육청,전라남도신안교육지원청,34.58338507,126.0958205
목포혜인여자중학교,중학교,1965,사립,전라남도 목포시 죽선로 39-2,전라남도교육청,전라남도목포교육지원청,34.79998069,126.372628
심도중학교,중학교,1965,공립,인천광역시 강화군 화도면 마니산로 703-20,인천광역시교육청,인천광역시강화교육지원청,37.63128211,126.4212324
판동초등학교,초등학교,1965,공립,충청북도 보은군 삼승면 삼승탄부로 78-15,충청북도교육청,충청북도보은교육지원청,36.39861225,127.7413858
영흥중학교,중학교,1965,공립,인천광역시 옹진군 영흥면 내동로 107,인천광역시교육청,인천광역시남부교육지원청,37.26520659,126.4794201
광운초등학교,초등학교,1965,사립,서울특별시 성북구 한천로 694,서울특별시교육청,서울특별시성북강북교육지원청,37.61906522,127.0550771
진천여자중학교,중학교,1965,공립,충청북도 진천군 진천읍 덕금로 65-16,충청북도교육청,충청북도진천교육지원청,36.86921086,127.4562294
금산중학교,중학교,1965,공립,전라남도 고흥군 금산면 돈청길 36,전라남도교육청,전라남도고흥교육지원청,34.46415381,127.1276982
동래초등학교,초등학교,1965,사립,부산광역시 금정구 체육공원로44번길 26,부산광역시교육청,부산광역시동래교육지원청,35.2471077,129.0984813
충주미덕중학교,중학교,1965,사립,충청북도 충주시 방아길 20,충청북도교육청,충청북도충주교육지원청,36.94672186,127.937922
남정중학교,중학교,1965,공립,경상북도 영덕군 남정면 진불길 11-27,경상북도교육청,경상북도영덕교육지원청,36.28382203,129.3702125
남천초등학교,초등학교,1965,공립,충청북도 제천시 풍양로21안길 25,충청북도교육청,충청북도제천교육지원청,37.136378,128.2172663
대전경덕중학교,중학교,1965,사립,대전광역시 대덕구 동산초교로63번길 12,대전광역시교육청,대전광역시동부교육지원청,36.3498313,127.4230626
연무중앙초등학교,초등학교,1965,공립,충청남도 논산시 연무읍 연무로 211-14,충청남도교육청,충청남도논산계룡교육지원청,36.13082665,127.1029925
포두중학교,중학교,1965,공립,전라남도 고흥군 포두면 우주로 628-34,전라남도교육청,전라남도고흥교육지원청,34.56639673,127.3403298
중앙대학교사범대학부속초등학교,초등학교,1965,사립,서울특별시 동작구 서달로 135,서울특별시교육청,서울특별시동작관악교육지원청,37.50545264,126.9596777
원통초등학교신덕분교장,초등학교,1965,공립,강원도 인제군 인제읍 신덕길 63,강원도교육청,강원도인제교육지원청,38.14835129,128.109126
광운중학교,중학교,1965,사립,서울특별시 노원구 광운로1길 24,서울특별시교육청,서울특별시북부교육지원청,37.61923977,127.0565452
서울용암초등학교,초등학교,1965,공립,서울특별시 용산구 녹사평대로60길 39,서울특별시교육청,서울특별시중부교육지원청,37.5453029,126.9894348
인천재능중학교,중학교,1965,사립,인천광역시 동구 재능로 178,인천광역시교육청,인천광역시남부교육지원청,37.47553313,126.6504734
하의중학교,중학교,1965,공립,전라남도 신안군 하의면 곰실길 11-8,전라남도교육청,전라남도신안교육지원청,34.60603857,126.0371142
동대구초등학교,초등학교,1965,공립,대구광역시 동구 신암남로 45,대구광역시교육청,대구광역시동부교육지원청,35.87969333,128.62097
남해고등학교,고등학교,1965,사립,경상남도 남해군 이동면 무림로 46-2,경상남도교육청,경상남도남해교육지원청,34.80280046,127.951543
선일초등학교,초등학교,1965,사립,서울특별시 은평구 갈현로29길 27,서울특별시교육청,서울특별시서부교육지원청,37.62030421,126.9119931
대구봉덕초등학교,초등학교,1965,공립,대구광역시 남구 효성로 71,대구광역시교육청,대구광역시남부교육지원청,35.83968334,128.5968429
리라초등학교,초등학교,1965,사립,서울특별시 중구 소파로2길 7,서울특별시교육청,서울특별시중부교육지원청,37.5578197,126.9879121
영양중앙초등학교,초등학교,1965,공립,경상북도 영양군 영양읍 영양창수로 53,경상북도교육청,경상북도영양교육지원청,36.66393138,129.1200897
한별고등학교,고등학교,1965,공립,전라북도 완주군 삼례읍 충혼안길 20,전라북도교육청,전라북도완주교육지원청,35.90780171,127.0723723
안성고등학교,고등학교,1965,공립,전라북도 무주군 안성면 구량천로 147,전라북도교육청,전라북도무주교육지원청,35.87032408,127.6537838
예일여자중학교,중학교,1965,사립,서울특별시 은평구 연서로 117,서울특별시교육청,서울특별시서부교육지원청,37.6109459,126.9147928
예일초등학교,초등학교,1965,사립,서울특별시 은평구 연서로 117,서울특별시교육청,서울특별시서부교육지원청,37.6109459,126.9147928
대구가톨릭대학교사범대학부속무학중학교,중학교,1965,사립,경상북도 경산시 하양읍 금송로 71-11,경상북도교육청,경상북도경산교육지원청,35.92002869,128.8159912
광주송원초등학교,초등학교,1965,사립,광주광역시 남구 송암로 73,광주광역시교육청,광주광역시서부교육지원청,35.10818451,126.8732664
신왕초등학교,초등학교,1965,공립,강원도 강릉시 연곡면 진고개로 2265-11,강원도교육청,강원도강릉교육지원청,37.85361534,128.7873096
죽왕초등학교,초등학교,1965,공립,강원도 고성군 죽왕면 송지호로 6,강원도교육청,강원도고성교육지원청,38.33033639,128.5224096
함양고등학교,고등학교,1965,공립,경상남도 함양군 함양읍 함양로 1063,경상남도교육청,경상남도함양교육지원청,35.51445963,127.7226856
우촌초등학교,초등학교,1965,사립,서울특별시 성북구 성북로4길 52-1,서울특별시교육청,서울특별시성북강북교육지원청,37.59560791,127.0114325
둔덕중학교,중학교,1965,사립,경상남도 거제시 둔덕면 하둔3길 7-3,경상남도교육청,경상남도거제교육지원청,34.83967678,128.505806
광시중학교,중학교,1965,사립,충청남도 예산군 광시면 광시소길 24,충청남도교육청,충청남도예산교육지원청,36.54913524,126.7722719
전주원동초등학교,초등학교,1965,공립,전라북도 전주시 덕진구 원동로 3,전라북도교육청,전라북도전주교육지원청,35.8511411,127.0334949
군산영광여자고등학교,고등학교,1965,사립,전라북도 군산시 둔배미길 21,전라북도교육청,전라북도군산교육지원청,35.98267659,126.7148654
여흥초등학교,초등학교,1965,공립,경기도 여주시 여양로 91,경기도교육청,경기도여주교육지원청,37.29320528,127.6432887
경복초등학교,초등학교,1965,사립,서울특별시 광진구 천호대로130길 58,서울특별시교육청,서울특별시성동광진교육지원청,37.54982961,127.0867934
광주서산초등학교,초등학교,1965,공립,광주광역시 북구 우치로 263,광주광역시교육청,광주광역시동부교육지원청,35.189162,126.9043599
유봉여자중학교,중학교,1965,사립,강원도 춘천시 봉의산길22번길 28,강원도교육청,강원도춘천교육지원청,37.88478908,127.7345838
영훈초등학교,초등학교,1965,사립,서울특별시 강북구 도봉로13가길 19,서울특별시교육청,서울특별시성북강북교육지원청,37.61468188,127.0280933
인천서흥초등학교,초등학교,1965,공립,인천광역시 동구 샛골로 189,인천광역시교육청,인천광역시남부교육지원청,37.47865812,126.6445955
