NID,GUBUN,CODE12,CODE3,CODE4,BIR1,BIR2,BIR3,TYPE,MFAM1,MFAM2,MFAM3,FFAM1,FFAM2,FFAM3,FAM1,FAM2,FAM3,HFAM1,HFAM2,Q1A1,Q1A2,Q1B1,Q1B2,Q1C1,Q1C2,Q2,Q2A,Q3,Q3A,Q4,Q4A,Q5,Q6,Q7,Q7_1,Q7_2,Q8,Q9,Q9A,Q10,Q11,Q12,Q12_1,Q13,Q14A1,Q14A2,Q14A3,Q15,Q16,Q17,Q18,Q19A1,Q19A2,Q19A3,Q19A4,BQ11A1,BQ11A2,BQ11A3,BQ11A4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q30,Q30_1,Q31A1,Q31A2,Q31A3,Q31A4,Q31A5,Q31A6,Q31A7,Q31A8,Q31A9,Q32A1,Q32A2,Q32A3,Q32A4,Q32A5,Q32A6,Q33,Q33_1,Q34,Q35,Q35_1,Q35_2,Q36,Q37,Q38,Q39,Q40,Q41,Q41A,Q41B,Q41C1,Q41C2,Q42A1,Q42A2,Q42A3,Q42A4,Q42A5,Q42A6,Q42A7,Q42A8,Q42A9,Q42A10,Q42A11,Q42A12,Q42A13,Q43,Q44,Q45,Q46,Q47,Q47_1,Q48,Q48A,Q49,Q49A,Q49B1,Q49B2,Q50,Q50A,Q50B1,Q50B2,Q51,Q52,Q53,Q54,Q54_1,Q55,Q56A1,Q56A2,Q56A3,Q57,Q58,Q59,BQ25,Q60,Q60_1,Q61,Q62,Q63,Q64,Q65A1,Q65A2,Q66,Q67A1,Q67A2,Q67A3,Q67A4,Q67A5,Q68,Q68_1,Q69,Q70,Q70_1,Q70_2,Q71A1,Q71A2,Q71A3,Q71A4,Q72,Q73,Q74,Q74A,Q75A1,Q75A2,Q75A3,Q75A4,Q75A5,Q75A6,Q75A7,Q76A1,Q76A2,Q76A3,Q76A4,Q76A5,Q77A1,Q77A2,Q77A3,Q78,Q79,Q79_1,Q79_2,Q80,Q80A,Q81,Q81A,Q82,Q82_1A1,Q82_1A2,Q82_1B1,Q82_1B2,Q83A1,Q83A2,Q83A3,Q83A4,Q83_1A1,Q83_1A2,Q83_1A3,Q83_1A4,Q84,Q85,Q86,Q87A1,Q87A2,Q87A3,Q87A4,DQ1,DQ2,DQ3,BDQ3A1,DQ4A1,DQ4A2,DQ4A3,DQ4B,DQ4C,DQ4D1,DQ4D2,DQ4E,DQ4F1,DQ4F2,DQ5A,DQ5B1,DQ5B2,DQ5C,DQ5D,DQ5E,DQ5F1,DQ5F2,WT,WWT
12087,1,22310110911,3,5,1979,10,10,3,2,0,1,1,0,1,3,0,2,2,2,7,13,14,19,20,30,1,20,1,35,1,36,6,1,1,2, ,1,1,1,1,3,1,3,3,3,3,2,1,1,2,2,3,3,4,3, , , , , , ,2,2,2,6,10000,3,2,20,0,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,1, ,1,2,2,4,1, , , , , , , , , , , , , , , , , , , , , , , ,5,850,5,2, ,3, ,3, , , ,3, , , ,2, , , , ,1,5,1,2,2,2,3, ,2, ,5,1,1, ,2,2,2,4,4,5,4,4,2, ,4,2, , ,1,2,4,4,10,5,2,5,4,3,3,4,4,4,3,3,3,3,1,1,4,4,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,8, ,6,6,5,3,5,1998,3,1,2004,2,2, ,2,1,1,1,10,0,.472215148757263,2593.03662707889
12088,1,22310110911,3,5,1979,5,1,3,2,0,1,1,0,1,3,0,2,2,2,3,7,8,18,19,35,1,25,1,35,1,36,2,6,1,2, ,1,1,1,1,3,1,3,2,3,3,3,1,2,2, ,2,3,2,2, , , , , , ,2,2,2,8,8550,3,2,40,0,1,2,2,2,2,2,1,2,2,2,2,4,3,3,3,4,3,1, ,3,2,4,4,1, , , , , , , , , , , , , , , , , , , , , , , ,2,250,4,2, ,3, ,3, , , ,3, , , ,2, , , , ,1,5,1,2,2,2,3, ,2, ,5,1,1, ,2,2,3,4,4,3,4,4,2, ,3,2, , ,2,2,4,4,10,3,2,3,4,4,5,4,3,4,4,3,3,1,1,1,5,4,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,8, ,6,4,4,3,5,1998,3,1,2002,2,1,1, ,1,1,7,10,0,.602208835165297,3306.86038100152
12090,1,22030550671,3,5,1989,12,10,1,1,0,1,1,0,1,2,0,2,2,2,6,12,13,19,20,30,1,28,1,30,1,31,6,1,1,2, , ,2, ,1,3,2, ,3,3,3,3,1,2,1,1,4,3,4,4, , , , , , ,2,1,2,8,8800,3,2,55,0,2, ,2,2,2,2,1,2,2,2,2,4,3,4,3,3,3,1, ,3,2,2,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,220,3,2, ,3, ,3, , , ,3, , , ,1,1,1,2,2,7,5,2,2,2,2,3, ,2, ,5,1,1, ,2,2,3,4,3,3,4,4,2, ,4,1,2,5,2,2,4,4,3,4,2,3,4,3,3,4,4,3,4,3,3,1,1,1,4,5,4,1,1, , ,2,1,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,7, ,5,4,4,3,6,2009,3,1,2013,2,1,1, ,1,1,2,2,3,.56284651067612,3090.71325104176
12091,1,22030550671,5,8,1979,10,16,1,3,0,0,1,0,1,4,0,1,1,1,7,12,13,18,19,29,1,20,1,30,1,32,13,1,1,1,1,1,1,2,2,3,1,4,3,4,5,5,2, , , , , , , , , , , ,3,1,2,2,2,8,10000,3,2,160,0,1,2,2,2,2,2,1,2,2,2,2,4,4,4,3,4,3,1, ,2,1,6,3,1, , , , , , , , , , , , , , , , , , , , , , , ,9,70,3,1,3,3, ,3, , , ,3, , , ,1,1,1,1, ,1,3,2,3,2,2,3, ,2, ,4,1,1, ,2,1,4,3,1,3,3,3,2, ,4,2, , ,4,4,2,2,2,4,2,5,3,4,3,2,4,4,4,3,2,4,3,3,2,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,4,4,3, , , , , , , ,1,1, ,2,1,1,0,6,.782871485714886,4298.91849530197
12092,1,22030550671,3,7,1980,2,17,1,1,0,0,4,0,1,5,0,1,1,1,7,12,13,18,19,35,1,25,3, ,3, ,4,1,1,1,1,1,1,3,2,3,1,6,1,3,3,3,2, , , , , , , , , , , ,5,2,2,2,1,8,9530,3,2,30,0,1,2,2,2,2,2,1,2,2,2,2,2,3,2,3,2,3,1, ,2,2,2,4,1, , , , , , , , , , , , , , , , , , , , , , , ,4,90,3,2, ,3, ,3, , , ,3, , , ,1,1,2,2,2,1,5,1,4,2,2,3, ,2, ,4,1,1, ,2,2,3,3,3,3,1,1,2, ,3,2, , ,4,4,4,4,4,3,2,8,4,3,3,4,4,4,4,4,1,1,1,1,4,3,4,1,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,4,2,2, , , , , , , ,1,2, ,1,1,2,0,6,.782871485714886,4298.91849530197
12093,1,22030550671,14,22,1989,5,7,3,1,0,1,1,0,1,2,0,2,2,2,7,11,12,18,19,35,1,28,1,33,1,35,6,6,2, , , ,2, ,2,3,2, ,3,2,3,3,2, , , , , , , , , , , ,2,2,2,2,2,8,8500,3,2,65,0,2, ,2,2,2,2,1,2,2,1,2,2,3,3,4,3,3,1, ,3,2,4,4,1, , , , , , , , , , , , , , , , , , , , , , , ,7,280,4,2, ,3, ,3, , , ,3, , , ,1,1,1,2,2,6,3,1,4,2,2,3, ,1,2,5,2,1, ,2,2,3,4,4,5,4,4,2, ,4,2, , ,2,4,3,4,2,4,2,3,4,3,4,3,3,4,3,3,1,1,1,1,4,5,4,1,1, , ,2,3,2,1,2, , , , , , , , , , , , , , , , , , , ,1,3,4, ,4,4,4, , , , , , , ,1,1, ,1,1,4,3,8,.628828057457576,3453.03235064266
12094,1,37350340101,6,5,1998,10,6,1,2,0,1,1,0,0,3,0,1,1,1,5,12,13,18,20,35,2, ,2, ,2, ,2,5,2, , , ,2, ,1,3,2, ,2,3,4,3,2, , , , , , , , , , , ,2,2,2,2,2,6,8000,3,2,50,0,2, ,2,2,1,2,2,2,2,2,2,2,4,3,3,2,3,2,7,3,2,3,4,1, , , , , , , , , , , , , , , , , , , , , , , ,5,140,2,1,1,3, ,3, , , ,3, , , ,1,1,1,2,2,8,4,1,5,2,2,1, , , ,4,2,1, ,2,2,4,2,2,3,4,1,2, ,4,2, , ,4,4,4,4,1,2,2,4,4,3,3,3,3,5,3,4,4,3,3,2,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,4, ,4,4,4, , , , , , , ,1,1, ,1,1,1,1,0,.484787171300767,2662.07235161581
12095,1,22030550671,33,49,1993,2,10,1,1,0,1,0,0,0,1,0,1,1,1,7,12,13,18,19,32,3, ,3, ,2, ,4,1,2, , , ,2, ,2,2,2, ,3,2,2,2,1,2,2, ,2,3,3,3, , , , , , ,2,2,2,4,8800,3,2,100,50,2, ,2,2,2,2,1,2,2,1,2,2,3,3,2,3,3,1, ,3,2,2,3,1, , , , , , , , , , , , , , , , , , , , , , , ,4,50,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,3,3,2,2,2, ,1,2,5,2,1, ,2,2,3,3,3,3,5,4,2, ,4,2, , ,3,3,2,4,4,3,2,3,4,4,2,3,4,3,3,4,1,1,1,1,4,4,4,1,1, , ,2,4,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,4,4,3,5,2013,3,2, , ,1,2, ,2,1,1,0,6,.628828057457576,3453.03235064266
12096,1,37350340101,27,23,1997,2,20,1,0,0,0,2,0,1,2,0,1,1,1,5,13,14,18,19,31,2, ,2, ,3, ,7,5,2, , , ,2, ,2,2,1,3,3,1,1,1,2, , , , , , , , , , , ,2,2,1,2,2,2,9000,3,1,40,0,2, ,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,1, ,3,2,7,3,1, , , , , , , , , , , , , , , , , , , , , , , ,5,130,3,1,1,3, ,3, , , ,3, , , ,1,1,1,1, ,9,4,1,3,1,2,1, , , ,3,2,2,1,2,2,4,1,1,0,0,0,2, ,3,2, , ,6,2,3,4,1,1,2,2,2,3,4,2,3,3,4,4,4,3,4,4,3,3,3,1,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,2, ,4,3,3, , , , , , , ,1,1, ,1,1,1,1,6,.51744597969859,2841.4090090593
12098,1,22030550671,3,5,1988,3,6,1,1,0,1,1,0,1,2,0,2,2,2,10,13,14,19,20,30,2, ,3, ,2, ,6,1,2, , , ,2, ,1,3,2, ,3,4,3,4,1,1,1,1,3,4,3,3, , , , , , ,2,1,2,4,8500,3,2,50,0,2, ,2,2,2,2,1,2,2,2,2,2,3,2,4,3,3,1, ,3,2,1,7,1, , , , , , , , , , , , , , , , , , , , , , , ,3,260,4,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,2,3,2,2,3, ,2, ,5,1,1, ,2,2,2,3,3,4,3,3,2, ,4,1,2,5,3,4,3,4,3,4,2,4,3,3,2,4,4,4,3,4,3,1,1,1,4,4,4,1,1, , ,2,3,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,7, ,6,5,4,3,1,2009,3,1,2016,2,1,1, ,1,1,4,1,0,.683336549723777,3752.35039942843
12100,1,37350340101,36,32,1994,5,10,1,1,0,0,2,0,1,3,0,1,1,1,5,13,14,18,19,35,2, ,2, ,3, ,7,2,2, , , ,2, ,1,2,1,2,3,2,2,2,1,2,2, ,3,3,3,4, , , , , , ,1,2,2,4,8500,3,1,50,0,2, ,2,2,2,2,1,2,2,2,2,3,3,3,2,3,3,1, ,3,2,7,3,1, , , , , , , , , , , , , , , , , , , , , , , ,5,140,3,1,1,3, ,3, , , ,3, , , ,1,1,1,1, ,9,4,3,3,1,2,1, , , ,4,2,2,1,2,2,4,3,3,2,3,2,2, ,3,2, , ,6,5,4,4,2,3,2,1,3,3,4,2,3,3,4,4,3,3,3,4,2,2,2,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,5,4,4,15,4,2013,3,1,2015,2,1,2, ,1,1,1,0,6,.51744597969859,2841.4090090593
12104,1,22050640631,1,4,1984,5,6,1,2,0,1,1,0,1,3,0,2,2,2,7,13,14,19,20,30,1,19,2, ,2, ,6,1,1,2, ,2,1,1,1,3,2, ,2,4,5,4,1,2,2, ,3,4,4,4, , , , , , ,2,2,1,6,9000,2,2,60,0,2, ,2,2,1,2,2,2,2,2,2,4,4,5,5,4,4,1, ,3,1,4,3,3,3,2,2,2,3, , ,4,0,1,1,1,1,1,1,1,1,1,1,1,5,5,9, , , , , ,3, ,3, , , ,3, , , ,2, , , , ,4,4,3,4,2,2,3, ,2, ,4,2,1, ,2,2,3,4,4,5,5,5,2, ,4,2, , ,4,4,2,2,2,4,2,2,4,5,5,4,2,3,4,4,4,5,5,5,4,4,5,1,4, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,7, ,5,5,4,3,1,2004,3,1,2007,2, , , , , , , , ,.379198941229992,2082.26429445691
12106,1,22050640631,1,1,1981,3,10,1,2,0,1,2,0,1,4,0,2,2,2,6,12,13,19,20,35,1,19,1,28,2, ,5,1,2, , , ,2, ,1,3,2, ,2,4,5,4,1,1,1,1,4,5,5,4, , , , , , ,2,1,2,7,9000,2,3,80,0,2, ,9,2,2,2,2,2,2,2,2,4,5,5,4,4,4,1, ,2,2,5,4,1, , , , , , , , , , , , , , , , , , , , , , , ,5,260,3,2, ,3, ,3, , , ,3, , , ,1,4, , , ,9,4,2,4,2,2,1, , , ,3,2,1, ,2,2,4,4,4,5,4,4,2, ,4,2, , ,6,2,6,4,5,3,1, ,4,4,4,5,2,3,4,4,4,5,5,5,4,4,3,1,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,8, ,6,5,4,3,5,2001,3,1,2007,2,1,1, ,1,2,1,4,2,.472215148757263,2593.03662707889
12107,1,22050640631,0,63,1981,8,5,1,3,0,1,1,0,1,4,0,2,2,1,6,10,11,18,19,35,2, ,2, ,2, ,2,3,1,2, ,1,1,2,1,2,2, ,1,3,4,4,1,1,1,3,3,3,4,4, , , , , , ,2,1,2,7,8600,2,2,80,0,2, ,2,2,1,2,2,2,2,2,2,4,4,5,5,4,4,1, ,3,2,4,3,1, , , , , , , , , , , , , , , , , , , , , , , ,4,300,4,2, ,3, ,3, , , ,3, , , ,1,4, , , ,8,4,1,5,2,2,3, ,2, ,4,2,1, ,2,2,2,5,5,5,4,4,2, ,4,2, , ,5,2,2,1,2,4,1, ,4,5,4,4,2,4,4,4,4,3,4,4,5,4,4,1,1, , ,2,3,2,3,2, , , , , , , , , , , , , , , , , , , ,1,1,9, ,5,4,4,3,4,2001,3,1,2006,2,1,1, ,1,4,4,6,0,.944430297514526,5186.07325415778
12109,1,22050640631,0,61,1991,11,10,1,1,0,0,2,0,1,3,0,1,1,1,6,12,14,19,20,30,1,19,1,30,1,31,3,7,2, , , ,2, ,1,2,2, ,2,4,5,4,1,1,2,1,4,3,4,4, , , , , , ,2,2,1,8,8350,2,3,30,100,2, ,2,2,2,2,2,2,2,2,2,4,4,5,5,5,4,2,3,3,1,3,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,180,3,2, ,3, ,3, , , ,3, , , ,1,4, , , ,7,4,2,4,2,2,1, , , ,4,1,1, ,2,2,2,5,5,5,5,5,2, ,3,2, , ,7,1,6,1,2,3,1, ,4,5,5,4,2,5,5,4,4,4,5,5,4,4,5,1,1, , ,2,2,2,1,2, , , , , , , , , , , , , , , , , , , ,2,3,8, ,6,6,5,3,4,2011,3,1,2016,2,1,1, ,1,4,4,1,4,.432958854366246,2377.47173157059
12110,1,22050640631,2,5,1983,5,10,1,2,0,1,1,0,1,3,0,2,2,2,7,13,14,19,20,33,2, ,2, ,2, ,2,6,2, , , ,2, ,1,3,2, ,1,4,4,3,1,2,2, ,3,4,4,3, , , , , , ,2,2,1,8,8500,2,3,30,100,2, ,9,2,2,2,2,2,2,2,2,4,3,4,4,4,4,2,3,3,1,3,4,3,3,2,2,5,3, , ,3,0,3,3,4,3,3,3,2,2,3,4,3,6,6,2, , , , , ,3, ,3, , , ,3, , , ,1,1,2,2,2,9,4,2,4,2,2,1, , , ,2,2,1, ,2,2,2,4,5,4,4,5,2, ,4,2, , ,2,1,6,2,2,3,2,3,4,5,5,4,2,4,3,4,3,4,4,4,4,5,5,1,4, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,8, ,5,6,4,3,5,2003,3,1,2007,2, , , , , , , , ,.472215148757263,2593.03662707889
12196,1,22030550671,13,20,1995,10,30,1,2,0,2,1,0,0,3,0,2,2,1,6,13,14,19,20,29,1,25,1,31,1,33,4,1,2, , , ,2, ,1,3,2, ,3,2,3,3,2, , , , , , , , , , , ,2,2,2,2,1,4,8700,3,2,55,0,2, ,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,1, ,3,2,1,4,1, , , , , , , , , , , , , , , , , , , , , , , ,7,200,3,2, ,2,2017,3, , , ,3, , , ,1,1,2,2,2,6,4,1,2,2,2,1, , , ,5,2,1, ,2,2,3,4,4,5,4,4,1,3,4,2, , ,2,2,1,4,9,4,2,7,4,3,3,4,3,4,3,4,1,1,1,1,3,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,5, ,4,8,2, , , , , , , ,1,2, ,1,1,4,0,2,1.57550114934703,8651.42127907837
12197,1,37350340101,18,15,1998,7,6,1,1,0,0,2,0,1,3,0,1,1,1,5,14,15,22,23,30,2, ,3, ,3, ,7,5,2, , , ,2, ,2,2,1,3,3,1,1,1,2, , , , , , , , , , , ,2,2,1,2,2,2,10000,3,1,80,0,2, ,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,1, ,3,2,7,2,1, , , , , , , , , , , , , , , , , , , , , , , ,5,120,3,1,1,3, ,3, , , ,3, , , ,1,2,1,1, ,9,4,1,3,1,2,1, , , ,3,2,2,1,2,2,4,1,1,0,0,0,2, ,3,2, , ,7,1,2,3,1,1,2,5,2,3,4,2,3,3,4,4,4,4,4,4,3,3,3,1,1, , ,2,7,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,1, ,4,4,4, , , , , , , ,1,1, ,2,1,1,0,8,.428430734759055,2352.60683677816
12198,1,22030550671,21,32,1986,7,20,1,1,0,1,0,0,0,1,0,1,1,1,3,12,13,19,20,35,3, ,2, ,2, ,4,1,1,1,1, ,2, ,1,2,2, ,3,3,3,4,1,1,2,3,2,3,3,3, , , , , , ,2,2,2,6,9000,3,2,100,0,2, ,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,1, ,3,2,5,5,1, , , , , , , , , , , , , , , , , , , , , , , ,5,250,2,1,1,3, ,3, , , ,3, , , ,1,1,1,2,2,6,4,1,3,2,2,3, ,1,2,5,1,1, ,2,2,4,1,4,3,4,1,2, ,4,2, , ,3,5,4,4,8,4,2,2,3,3,2,4,3,5,3,4,1,1,1,1,4,3,4,1,1, , ,2,3,2,5,2, , , , , , , , , , , , , , , , , , , ,1,3,3, ,5,4,3,3,5,2006,3,1,2012,2,1,1, ,1,1,2,2,4,.683336549723777,3752.35039942843
12199,1,37350340101,1,1,1984,3,20,1,2,0,1,1,0,0,3,0,1,1,1,6,12,13,18,19,35,1,30,2, ,2, ,4,2,2, , , ,2, ,2,3,2, ,2,2,2,2,1,2,2, ,2,1,2,1, , , , , , ,2,2,1,4,9000,3,2,80,0,2, ,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1, ,3,2,4,4,1, , , , , , , , , , , , , , , , , , , , , , , ,7,150,2,1,4,3, ,3, , , ,3, , , ,2, , , , ,8,2,2,4,2,2,1, , , ,4,2,1, ,2,1,2,3,3,2,2,1,2, ,4,2, , ,5,4,4,4,1,3,2,2,2,4,3,2,4,3,3,2,2,2,2,2,2,4,2,1,2, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,7, ,6,4,4,15,3,2004,3,1,2009,2,1,1, ,1,1,3,3,6,.466106663550955,2559.49359925013
12200,1,22030550671,14,22,1993,11,2,3,1,0,1,1,0,1,2,0,2,2,2,6,12,13,19,20,30,2, ,2, ,2, ,6,1,2, , , ,2, ,1,3,2, ,2,4,4,4,2, , , , , , , , , , , ,3,2,2,2,2,8,8500,2,2,50,0,2, ,2,2,2,2,2,2,2,1,2,2,3,2,3,3,3,1, ,2,2,1,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,210,4,2, ,3, ,3, , , ,3, , , ,1,1,2,2,2,6,4,2,2,2,2,3, ,1,2,5,1,1, ,2,2,3,4,4,3,4,4,1,3,4,1,2,2,2,3,2,3,10,4,2,4,5,2,3,4,4,5,3,4,1,1,1,1,4,4,4,1,1, , ,2,1,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,4, ,4,4,4, , , , , , , ,1,1, ,1,1,3,0,3,.758602650607717,4165.65301558358
12201,1,2403068111A,5,5,1988,4,15,2,1,0,1,2,0,1,3,0,2,2,2,7,12,13,18,19,29,2, ,1,27,1,30,7,5,1,2, ,1,1,1,1,3,2, ,3,3,4,5,1,2,2, ,4,4,5,4, , , , , , ,2,1,2,4,10000,2,1,60,0,2, ,2,2,2,2,2,2,2,2,2,3,4,3,4,2,3,2,4,3,1,2,4,1, , , , , , , , , , , , , , , , , , , , , , , ,2,250,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,1,3,2,2,2,2,3, ,2, ,5,1,1, ,2,2,3,3,3,2,2,1,2, ,4,1,2,5,4,3,5,4,5,3,2,5,4,3,2,5,4,4,3,4,4,4,3,2,4,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,7, ,6,6,5,5,7,2007,3,1,2011,2,1,1, ,1,5,4,6,0,.430703939543167,2365.08950126185
12202,1,2403068111A,5,5,1986,5,23,2,1,0,1,2,0,1,3,0,2,2,2,7,12,13,18,19,29,2, ,1,28,1,30,2,2,1,2, ,1,1,1,1,3,2, ,3,3,4,5,1,2,2, ,3,4,4,4, , , , , , ,2,1,2,4,10000,2,1,70,0,2, ,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1, ,3,1,4,5,1, , , , , , , , , , , , , , , , , , , , , , , ,3,280,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,1,2,2,3,2,2,3, ,2, ,5,1,1, ,2,2,4,3,3,4,2,2,2, ,4,2, , ,2,2,3,3,2,4,2,4,4,3,3,5,4,5,2,4,4,5,4,2,4,4,5,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,7, ,6,6,6,5,3,2005,3,1,2011,2,1,1, ,1,1,4,5,6,.44430795365744,2439.79211714879
12203,1,2403068111A,13,13,1983,11,18,2,1,0,0,3,0,2,4,0,2,2,2,7,12,13,18,19,29,2, ,2, ,2, ,7,5,2, , , ,2, ,1,3,2, ,2,3,4,4,1,2,2, ,4,4,5,4, , , , , , ,2,1,2,6,10000,2,1,80,0,2, ,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,1, ,3,2,1,4,1, , , , , , , , , , , , , , , , , , , , , , , ,2,300,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,2,2,3,2,2,1, , , ,4,1,1, ,2,2,3,3,4,3,4,2,1,5,5,1,2,5,3,2,3,4,1,2,2,3,4,4,3,4,3,5,3,4,4,4,3,2,3,3,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,8, ,6,6,4,5,6,2002,3,1,2006,2,1,1, ,1,1,3,8,0,.430703939543167,2365.08950126185
12204,1,2403068111A,13,13,1991,3,16,2,1,0,0,3,0,2,4,0,2,2,2,7,12,13,18,19,29,2, ,2, ,2, ,7,1,2, , , ,2, ,1,3,2, ,2,3,4,4,1,2,2, ,3,4,3,3, , , , , , ,2,2,2,6,11000,2,1,60,0,2, ,2,2,2,2,2,2,2,1,2,3,2,3,2,3,2,1, ,3,2,5,4,1, , , , , , , , , , , , , , , , , , , , , , , ,5,200,3,1,5,3, ,3, , , ,3, , , ,1,1,1,1, ,8,3,2,4,2,2,1, , , ,5,1,1, ,2,2,3,3,2,3,4,2,2, ,5,1,2,1,3,2,2,3,9,3,2,6,5,4,3,5,3,5,2,5,4,4,3,2,3,3,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,8, ,6,6,4,5,1,2010,3,1,2014,2,1,1, ,1,1,4,2,3,.330041538454686,1812.33024802935
12206,1,2403068111A,8,8,1999,3,20,2,3,1,1,2,1,0,5,2,1,3,3,7,12,13,18,19,29,1,25,1,30,1,31,2,5,2, , , ,2, ,1,3,2, ,3,3,4,5,1,2,2, ,3,4,5,4, , , , , , ,2,2,2,4,10000,2,3,40,50,2, ,2,2,2,2,2,2,2,1,2,3,2,3,2,3,2,1, ,3,2,5,4,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,8,3,2,3,2,2,1, , , ,5,1,1, ,2,2,4,3,2,4,3,2,2, ,4,2, , ,4,3,2,3,1,2,2,5,4,3,2,5,4,4,2,5,4,4,3,2,3,3,3,1,1, , ,1, ,1, ,1,2018,2, , ,2,1,2,2, ,4, , ,1,1,2,3,4,5,3,1,3,8, ,4,6,6,5,5,2018,3,2, , , , , , , , , , ,.284122478081547,1560.17864776419
12208,1,2402067049A,10,10,1980,2,20,2,2,0,1,2,0,1,4,0,2,2,2,0,5,6,18,19,27,1,35,1,31,2, ,2,3,1,2, ,1,1,1,1,3,2, ,3,4,5,4,1,2,2, ,4,4,5,4, , , , , , ,2,2,2,7,10000,3,1,40,0,2, ,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,5,3,2,3,5,1, , , , , , , , , , , , , , , , , , , , , , , ,3,260,4,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,3,2,2,3, ,2, ,5,2,1, ,2,2,3,5,5,4,4,5,2, ,4,2, , ,3,6,4,4,1,3,2,3,3,3,2,4,3,3,2,3,2,2,1,1,3,4,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,8, ,6,5,4,13,5,1999,3,1,2003,2,1,1, ,1,1,4,11,3,.356741554999774,1958.94587657755
12209,1,2402067049A,2,2,1998,3,20,2,3,1,1,1,0,0,4,1,1,2,2,3,7,8,15,16,19,2, ,1,30,1,35,2,5,2, , , ,2, ,1,3,2, ,3,4,5,5,1,2,2, ,4,4,4,4, , , , , , ,2,2,2,2,9800,3,1,70,100,2, ,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,5,3,1,6,3,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,9,5,2,5,2,2,1, , , ,5,2,1, ,2,2,2,4,4,5,4,4,1,2,5,2, , ,5,3,6,7,3,4,2,5,5,3,1,4,5,3,1,4,4,4,1,1,2,3,2,1,1, , ,2,1,1, ,1,2017,2, , ,2,1,2,2, ,4, , ,1,1,2,4,4,4,3,1,3,9, ,4,4,4,5,5,2017,3,2, , , , , , , , , , ,.435996499352899,2394.15210434385
