NID,GUBUN,CODE12,CODE3,CODE4,BIR1,BIR2,BIR3,TYPE,MFAM1,MFAM2,MFAM3,FFAM1,FFAM2,FFAM3,FAM1,FAM2,FAM3,HFAM1,HFAM2,Q1A1,Q1A2,Q1B1,Q1B2,Q1C1,Q1C2,Q2,Q2A,Q3,Q3A,Q4,Q4A,Q5,Q6,Q7,Q7_1,Q7_2,Q8,Q9,Q9A,Q10,Q11,Q12,Q12_1,Q13,Q14A1,Q14A2,Q14A3,Q15,Q16,Q17,Q18,Q19A1,Q19A2,Q19A3,Q19A4,BQ11A1,BQ11A2,BQ11A3,BQ11A4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q30,Q30_1,Q31A1,Q31A2,Q31A3,Q31A4,Q31A5,Q31A6,Q31A7,Q31A8,Q31A9,Q32A1,Q32A2,Q32A3,Q32A4,Q32A5,Q32A6,Q33,Q33_1,Q34,Q35,Q35_1,Q35_2,Q36,Q37,Q38,Q39,Q40,Q41,Q41A,Q41B,Q41C1,Q41C2,Q42A1,Q42A2,Q42A3,Q42A4,Q42A5,Q42A6,Q42A7,Q42A8,Q42A9,Q42A10,Q42A11,Q42A12,Q42A13,Q43,Q44,Q45,Q46,Q47,Q47_1,Q48,Q48A,Q49,Q49A,Q49B1,Q49B2,Q50,Q50A,Q50B1,Q50B2,Q51,Q52,Q53,Q54,Q54_1,Q55,Q56A1,Q56A2,Q56A3,Q57,Q58,Q59,BQ25,Q60,Q60_1,Q61,Q62,Q63,Q64,Q65A1,Q65A2,Q66,Q67A1,Q67A2,Q67A3,Q67A4,Q67A5,Q68,Q68_1,Q69,Q70,Q70_1,Q70_2,Q71A1,Q71A2,Q71A3,Q71A4,Q72,Q73,Q74,Q74A,Q75A1,Q75A2,Q75A3,Q75A4,Q75A5,Q75A6,Q75A7,Q76A1,Q76A2,Q76A3,Q76A4,Q76A5,Q77A1,Q77A2,Q77A3,Q78,Q79,Q79_1,Q79_2,Q80,Q80A,Q81,Q81A,Q82,Q82_1A1,Q82_1A2,Q82_1B1,Q82_1B2,Q83A1,Q83A2,Q83A3,Q83A4,Q83_1A1,Q83_1A2,Q83_1A3,Q83_1A4,Q84,Q85,Q86,Q87A1,Q87A2,Q87A3,Q87A4,DQ1,DQ2,DQ3,BDQ3A1,DQ4A1,DQ4A2,DQ4A3,DQ4B,DQ4C,DQ4D1,DQ4D2,DQ4E,DQ4F1,DQ4F2,DQ5A,DQ5B1,DQ5B2,DQ5C,DQ5D,DQ5E,DQ5F1,DQ5F2,WT,WWT
10132,1,11120650621,17,15,1989,3,27,3,0,0,0,2,0,2,2,0,2,2,2,8,12,13,18,20,34,1,33,1,36,1,37,5,1,2, , , ,2, ,1,3,2, ,1,4,5,5,1,2,2, ,3,4,4,2, , , , , , ,2,2,2,6,9300,3,3,60,0,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,8,2,2,3,5,1, , , , , , , , , , , , , , , , , , , , , , , ,3,250,2,1,1,3, ,3, , , ,3, , , ,1,1,1,2,5,9,3,1,4,2,2,3, ,2, ,4,1,1, ,2,2,4,4,3,4,3,3,1,2,5,1,2,1,4,3,3,4,1,2,2,2,4,2,3,4,3,5,3,3,4,3,3,4,4,4,5,2,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,6,4,4,1,4,2009,3,1,2013,2,1,1, ,1,1,5,5,5,.431409655597674,2368.9647424151
10134,1,1112065002A,12,12,1990,9,5,2,2,0,2,0,0,0,2,0,2,2,2,7,12,13,18,19,30,2, ,2, ,1,33,5,4,2, , , ,2, ,1,3,2, ,1,3,3,4,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,4,9800,2,1,50,0,1,1,2,2,1,2,1,2,2,2,2,2,2,3,2,3,2,2,7,3,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , ,3,240,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,2,3,2,2,3, ,2, ,4,1,1, ,2,2,2,3,3,4,3,2,2, ,4,2, , ,4,2,2,3,1,2,2,2,4,2,4,4,3,3,2,4,4,4,3,3,4,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,7, ,6,5,4,1,2,2010,3,1,2016,2,1,1, ,1,3,5,2,6,1.96587220027422,10795.0340705558
10135,1,1112065002A,12,12,1993,3,24,2,2,0,2,0,0,0,2,0,2,2,2,7,12,13,18,19,30,2, ,2, ,2, ,5,5,2, , , ,2, ,1,3,2, ,2,3,4,5,1,1,1,1,3,4,4,3, , , , , , ,1,1,1,6,9800,3,1,60,70,1,1,2,2,1,2,1,2,2,2,2,3,3,3,2,4,3,1, ,3,2,4,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,6,4,2,4,2,2,3, ,2, ,4,2,1, ,2,2,3,3,2,3,3,2,2, ,5,2, , ,3,2,2,3,1,3,2,2,4,2,3,4,3,4,4,4,3,4,3,4,4,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,7, ,4,5,4,1,2,2012,3,2, , , , , , , , , , ,1.96587220027422,10795.0340705558
10136,1,1112065002A,9,9,1984,3,22,2,1,0,1,2,0,1,3,0,2,2,2,7,12,13,18,19,30,2, ,2, ,1,32,7,2,1,1,1,1,1,1,2,3,2, ,2,4,4,5,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,4,9500,3,1,50,0,1,2,2,2,2,2,1,2,2,2,2,3,3,2,2,3,2,1, ,2,2,4,2,2, , , , , , , , , , , , , , , , , , , , , , , ,3,260,3,2, ,3, ,3, , , ,3, , , ,1,1,1,1, ,7,3,1,4,2,2,3, ,2, ,4,1,1, ,2,2,3,3,3,2,3,2,2, ,5,1,2,1,5,1,2,3,1,3,2,2,4,3,2,4,3,3,4,3,4,4,3,4,4,3,4,1,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,5,5,4,1,4,2004,3,1,2006,2,1,1, ,1,1,4,10,0,2.45356734550136,13473.0747428015
10137,1,1112065002A,9,9,1983,6,3,2,1,0,1,2,0,1,3,0,2,2,2,8,13,14,19,20,32,1,32,1,32,1,33,4,1,1,1,1,1,1,1,2,3,2, ,1,3,4,5,1,1,1,1,3,4,4,3, , , , , , ,2,2,2,6,9000,3,1,40,0,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,1, ,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,4,260,2,1,5,3, ,3, , , ,3, , , ,1,4, , , ,7,3,1,4,2,2,3, ,2, ,4,1,1, ,2,2,3,3,3,2,2,2,2, ,4,2, , ,4,2,1,2,1,3,2,2,4,2,4,4,4,3,3,4,3,4,4,3,4,4,5,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,5, ,6,5,4,1,1,2003,3,1,2010,2,1,1, ,1,2,4,9,0,2.613935855234,14353.6932927595
10138,1,1112065002A,17,17,1992,10,7,2,1,0,0,3,0,2,4,0,2,2,2,7,12,13,18,19,30,2, ,2, ,2, ,7,5,2, , , ,2, ,1,3,1,1,1,3,3,4,1,1,1,1,3,4,3,4, , , , , , ,1,1,1,6,9800,3,1,40,60,2, ,2,2,1,2,1,2,2,2,2,3,2,3,2,4,3,1, ,3,2,2,2,3,1,2,2,4,3, , ,1,6,3,3,4,3,2,1,1,2,1,4,2,6,6,7, , , , , ,1, ,3, , , ,3, , , ,2, , , , ,9,3,1,5,2,2,1, , , ,4,1,1, ,2,2,4,2,2,3,2,1,2, ,4,1,2,3,2,1,2,3,1,2,2,1,4,2,4,4,3,4,3,3,4,3,2,3,4,3,3,1,4, , ,2,3,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,5, ,6,5,4,1,1,2012,3,1,2016,2, , , , , , , , ,1.76975777186285,9718.12686563524
10139,1,1112065002A,17,17,1989,9,2,2,1,0,0,3,0,2,4,0,2,2,2,8,12,13,18,19,30,2, ,2, ,2, ,6,3,2, , , ,2, ,1,3,2, ,1,3,3,4,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,2,9500,2,1,50,0,2, ,2,2,2,2,2,2,2,2,2,3,4,3,4,3,3,2,6,3,2,5,1,1, , , , , , , , , , , , , , , , , , , , , , , ,3,240,2,2, ,3, ,3, , , ,3, , , ,2, , , , ,8,3,1,3,2,2,1, , , ,4,1,1, ,2,2,3,3,3,3,2,2,1,2,4,1,2,1,5,2,3,2,1,3,2,3,4,2,4,4,2,3,3,4,4,4,3,3,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,5, ,6,5,4,9,8,2009,3,1,2013,2,1,1, ,1,1,4,3,5,1.76975777186285,9718.12686563524
10140,1,2305051143A,4,4,1990,5,21,2,2,0,1,1,0,0,3,0,1,1,1,8,14,15,20,21,32,2, ,2, ,2, ,1,4,2, , , ,2, ,1,3,2, ,1,3,5,4,1,1,1,1,4,4,5,3, , , , , , ,2,2,2,7,9300,2,1,50,0,1,1,2,2,1,2,1,2,2,2,2,3,3,4,3,4,3,1, ,3,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,4,220,2,1,1,1, ,3, , , ,3, , , ,2, , , , ,8,3,1,4,1,2,1, , , ,5,1,1, ,2,2,3,2,2,3,2,2,2, ,4,2, , ,3,2,1,2,1,2,2,3,5,2,4,3,3,4,3,3,4,3,4,3,4,3,4,1,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,5, ,5,5,4,9,1,2009,3,1,2012,2,1,1, ,1,1,3,2,0,1.07057132920452,5878.74123867815
10141,1,2305051143A,10,10,1988,11,2,2,1,0,0,3,0,2,4,0,2,2,2,7,12,13,18,19,30,1,31,1,32,1,33,5,5,2, , , ,2, ,1,3,2, ,2,4,5,4,1,2,2, ,3,4,4,3, , , , , , ,2,1,2,7,9000,2,1,50,0,2, ,2,2,2,2,2,2,2,2,2,3,4,4,3,4,3,1, ,3,1,3,2,2, , , , , , , , , , , , , , , , , , , , , , , ,3,230,2,1,1,3, ,3, , , ,3, , , ,1,1,1,1, ,7,3,1,4,2,2,1, , , ,4,1,1, ,2,2,4,2,3,2,2,2,2, ,5,1,2,1,3,2,1,2,1,2,2,2,4,3,3,4,3,4,3,3,4,4,3,3,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,5,5,4,9,4,2008,3,1,2011,2,1,1, ,1,1,4,2,6,.726313012535331,3988.34355311257
10142,1,2305051143A,10,10,1990,10,22,2,1,0,0,3,0,2,4,0,2,2,2,7,13,14,19,20,30,2, ,2, ,2, ,3,8,2, , , ,2, ,1,3,2, ,2,4,5,4,1,2,2, ,3,4,4,3, , , , , , ,1,1,2,4,9200,2,1,50,100,2, ,2,2,1,2,1,2,2,2,2,3,3,4,3,4,4,2,3,3,2,5,2,2, , , , , , , , , , , , , , , , , , , , , , , ,3,240,3,1,1,1, ,3, , , ,3, , , ,2, , , , ,7,3,2,4,1,2,1, , , ,4,1,1, ,2,2,2,3,3,4,3,2,1,3,5,1,2,1,4,2,3,3,7,3,2,3,4,3,2,4,3,4,3,3,4,3,3,2,4,3,4,1,1, , ,2,1,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,5,5,4,1,1,2010,3,1,2013,2,1,1, ,1,1,5,4,6,.726313012535331,3988.34355311257
10143,1,2305051143A,20,20,1981,4,3,2,2,0,1,1,0,1,3,0,2,2,2,7,13,14,18,19,31,1,32,1,32,1,33,2,2,1,2, ,1,1,1,2,3,2, ,1,3,5,4,1,1,1,1,3,4,4,3, , , , , , ,2,2,2,6,8900,3,1,45,0,1,2,2,2,2,2,2,2,2,2,2,4,4,3,3,4,3,2,8,3,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,3,270,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,6,4,1,3,2,2,3, ,2, ,4,1,1, ,2,2,4,3,3,2,2,2,2, ,4,2, , ,3,2,1,2,1,3,2,2,4,3,3,4,3,4,3,3,4,4,3,3,4,3,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,7, ,6,6,5,1,2,2001,3,1,2008,2,1,1, ,1,3,5,9,6,1.70922048882239,9385.7034085715
10144,1,2305051143A,20,20,1983,9,10,2,2,0,1,1,0,1,3,0,2,2,2,8,13,14,18,19,30,2, ,2, ,2, ,3,2,1,2, ,1,1,1,2,3,2, ,2,3,5,4,1,2,2, ,4,5,4,3, , , , , , ,2,2,2,4,9000,3,1,40,0,1,2,2,2,2,2,1,2,2,2,2,3,3,4,3,4,3,1, ,2,2,6,1,1, , , , , , , , , , , , , , , , , , , , , , , ,4,230,2,2, ,3, ,3, , , ,3, , , ,1,1,1,1, ,6,4,2,4,2,2,3, ,2, ,4,1,1, ,2,2,4,2,2,3,2,2,2, ,4,1,2,1,5,2,3,3,4,3,2,3,4,2,3,4,2,4,2,3,4,3,2,3,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,6, ,5,5,4,9,4,2003,3,1,2007,2,1,1, ,1,1,3,4,0,.943830163425858,5182.77778666342
10147,1,23050530841,9,12,1989,3,4,3,1,0,1,1,0,1,2,0,2,2,2,7,12,13,18,19,30,2, ,2, ,2, ,2,4,1,2, ,1,2, ,1,3,2, ,1,3,4,4,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,7,9800,2,1,40,0,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,7,3,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , ,3,260,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,3,2,3,2,2,3, ,2, ,4,1,1, ,2,2,3,3,4,2,2,3,2, ,4,2, , ,3,2,1,2,1,3,2,2,4,3,3,4,3,4,2,3,4,3,3,3,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,5,5,4,4,1,2009,3,1,2011,2,1,1, ,1,1,5,8,5,1.39119012748625,7639.32916022722
10148,1,23050530841,9,12,1990,2,6,3,1,0,1,1,0,1,2,0,2,2,2,7,12,13,18,19,30,2, ,2, ,2, ,1,1,1,2, ,1,2, ,1,3,2, ,1,3,4,4,1,2,2, ,3,4,3,4, , , , , , ,2,2,2,4,9700,2,1,45,0,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,4,3,1, ,3,1,6,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,240,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,3,1,3,2,2,3, ,2, ,4,1,1, ,2,2,2,3,3,4,3,2,2, ,4,2, , ,3,2,1,2,2,3,2,3,4,2,4,4,3,2,2,3,4,3,3,3,4,3,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,6, ,5,6,4,9,4,2010,3,1,2012,2,1,1, ,1,1,4,7,0,.943832012813893,5182.78794205747
10149,1,23050530841,5,5,1987,6,7,3,1,0,1,1,0,1,2,0,2,2,2,8,12,13,19,20,30,2, ,2, ,2, ,1,7,1,1,1,1,2, ,1,3,2, ,2,3,4,4,1,1,1,1,3,4,4,4, , , , , , ,2,1,2,6,9600,3,1,50,0,1,2,2,2,1,2,2,2,2,2,2,4,3,4,3,3,3,2,6,3,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,3,250,2,2, ,3, ,3, , , ,3, , , ,2, , , , ,6,4,2,3,2,2,3, ,2, ,4,1,1, ,2,2,3,3,3,4,3,3,1,2,4,2, , ,3,2,1,2,2,3,2,3,4,2,2,3,2,4,2,3,4,2,2,3,4,3,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,6,5,4,1,2,2007,3,1,2013,2,1,1, ,1,1,4,5,3,1.58432244970855,8699.86096805504
10150,1,23050530841,5,5,1989,5,19,3,1,0,1,1,0,1,2,0,2,2,2,8,13,14,19,20,30,1,32,1,32,1,33,2,7,1,1,1,1,2, ,1,3,2, ,1,3,4,5,1,2,2, ,3,4,4,4, , , , , , ,2,2,2,3,9700,2,1,50,0,1,2,2,2,1,2,1,2,2,2,2,3,3,2,3,4,3,1, ,3,2,3,1,1, , , , , , , , , , , , , , , , , , , , , , , ,4,240,3,1,2,1, ,2, ,1,2017,3, , , ,2, , , , ,6,4,2,3,2,2,3, ,2, ,4,1,1, ,2,2,2,3,4,3,3,2,1,2,5,1,2,1,4,2,3,3,4,4,2,3,4,3,3,4,3,2,3,3,4,3,3,2,3,4,3,1,1, , ,1, ,2,1,2, , , , , , , , , , , , , , , , , , , ,2,1,6, ,5,5,4,2,4,2009,3,1,2011,2,1,1, ,1,1,4,6,0,.943832012813893,5182.78794205747
10151,1,23050530841,13,16,1986,6,11,3,1,0,1,2,0,1,3,0,2,2,2,8,13,14,18,19,32,2, ,2, ,1,31,1,5,1,1,1,1,1,1,2,3,1,6,3,4,5,5,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,4,9700,3,1,40,0,1,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,1, ,2,1,4,7,1, , , , , , , , , , , , , , , , , , , , , , , ,4,200,3,2, ,1, ,3, , , ,3, , , ,1,1,1,1, ,7,4,1,3,2,2,3, ,2, ,4,1,1, ,2,2,4,2,3,3,2,2,1,2,5,1,2,1,4,2,1,2,2,3,2,2,4,2,4,4,3,4,2,3,4,3,3,3,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,5,4,4,3,1,2006,3,1,2008,2,1,1, ,1,1,3,4,0,1.22649203239679,6734.93591045323
10152,1,23050530841,13,16,1983,1,5,3,1,0,1,2,0,1,3,0,2,2,2,7,12,13,18,19,30,2, ,2, ,1,32,2,2,1,2, ,1,1,1,2,3,1,4,2,4,5,5,1,1,1,1,3,3,4,4, , , , , , ,2,2,2,2,9800,2,1,50,0,1,2,2,2,1,2,1,2,2,2,2,3,3,4,3,3,4,1, ,3,2,5,4,1, , , , , , , , , , , , , , , , , , , , , , , ,2,270,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,3,2,2,3, ,2, ,4,1,1, ,2,2,2,2,3,2,3,2,1,2,4,2, , ,3,2,1,3,1,2,2,2,4,2,3,4,3,4,3,4,4,3,3,3,4,4,5,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,5, ,6,4,4,3,2,2003,3,1,2012,2,1,1, ,1,1,4,5,6,2.22110438125946,12196.5697803815
10154,1,2306054146A,7,7,1990,9,14,2,1,0,1,1,0,1,2,0,2,2,2,7,13,14,18,19,29,2, ,2, ,2, ,4,5,1,2, ,1,2, ,1,3,2, ,1,2,4,4,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,6,9000,3,2,50,0,2, ,2,2,2,2,2,2,2,1,2,2,3,2,3,2,3,2,3,3,2,3,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,320,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,8,2,1,4,2,2,3, ,2, ,4,1,2,4,2,2,3,3,4,3,3,3,2, ,5,2, , ,5,3,4,3,1,3,2,2,4,3,3,3,2,4,3,4,3,3,4,3,3,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,6, ,5,4,4,9,1,2010,3,1,2013,2,1,1, ,1,1,4,4,0,.726313012535331,3988.34355311257
10155,1,2306054146A,7,7,1986,4,3,2,1,0,1,1,0,1,2,0,2,2,2,8,13,14,19,20,30,1,31,2, ,2, ,4,8,1,2, ,1,2, ,1,3,2, ,1,3,4,4,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,4,8700,3,2,50,0,2, ,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,5,3,2,4,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,330,3,2, ,3, ,3, , , ,3, , , ,1,4, , , ,8,2,1,4,2,2,3, ,2, ,5,1,2,4,2,2,4,3,3,4,3,3,2, ,5,2, , ,4,3,5,3,3,3,2,2,3,3,2,3,2,4,3,3,3,4,3,2,4,3,3,1,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,7, ,6,4,4,1,7,2006,3,1,2012,2,1,1, ,1,1,5,4,0,1.21919366545376,6694.85898185206
10156,1,2306054146A,18,17,1982,7,5,2,1,0,1,1,0,1,2,0,2,2,2,5,12,13,18,19,30,1,30,1,32,1,34,4,5,1,2, ,1,2, ,1,3,2, ,1,3,4,4,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,6,9000,3,2,50,0,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,5,3,2,6,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,330,3,2, ,3, ,3, , , ,3, , , ,1,4, , , ,8,2,1,5,2,2,3, ,2, ,5,1,2,4,2,2,3,2,3,4,3,3,2, ,5,2, , ,4,3,4,4,7,3,2,3,3,3,4,2,2,4,3,3,3,2,3,2,4,3,3,2,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,7, ,6,4,4,1,5,2002,3,1,2007,2,1,1, ,1,1,5,8,6,1.70922048882239,9385.7034085715
10157,1,2306054146A,18,17,1985,10,3,2,1,0,1,1,0,1,2,0,2,2,2,5,13,14,18,19,29,1,32,1,32,1,34,4,5,1,2, ,1,2, ,1,3,2, ,1,3,4,5,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,6,8900,3,2,40,0,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,4,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,300,3,2, ,2,2008,3, , , ,3, , , ,2, , , , ,8,2,1,5,1,2,3, ,2, ,5,1,2,4,2,2,2,3,4,3,4,3,2, ,5,2, , ,5,4,4,4,5,3,2,3,4,3,3,3,2,5,3,4,3,3,4,3,3,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,7, ,6,4,4,4,2,2005,3,1,2009,2,1,1, ,1,1,4,7,10,.943830163425858,5182.77778666342
10158,1,2306054146A,2,2,1998,4,27,2,3,1,0,1,0,1,4,1,1,2,2,7,13,14,19,20,29,2, ,2, ,2, ,4,5,2, , , ,2, ,1,3,1,4,1,3,4,4,1,2,2, ,3,4,4,3, , , , , , ,2,2,1,2,8800,3,2,40,100,2, ,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,4,3,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,9,2,1,4,2,2,1, , , ,5,2,2,4,2,2,3,3,3,4,3,3,2, ,5,2, , ,5,4,3,4,8,3,2,4,3,3,4,3,2,4,3,4,3,3,3,2,3,4,3,1,1, , ,1, ,1, ,1,2017,2, , ,2,1,2,2, ,4, , ,1,1,3,3,4,4,4,2,3,7, ,4,6,4,1,1,2017,3,2, , , , , , , , , , ,1.85339071633906,10177.3736492846
10161,1,31050560381,2,7,1998,2,9,3,2,0,1,2,0,1,4,0,2,2,2,0,8,15,19,20,30,1,26,1,30,1,30,4,5,2, , , ,2, ,1,3,2, ,3,2,4,4,2, , , , , , , , , , , ,5,1,1,1,1,7,9000,3,2,50,0,2, ,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1, ,3,2,5,1,1, , , , , , , , , , , , , , , , , , , , , , , ,9,100,3,1,2,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,2,2,2,1, , , ,5,1,1, ,2,2,3,4,5,4,4,4,1,5,3,2, , ,3,5,3,5,9,2,2,5,5,4,4,3,2,4,4,4,3,2,3,2,1,4,3,1,2, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,6,6, , , , , , , ,1,2, ,2,1,1,0,1,1.91788472281008,10531.5243398046
10162,1,31050560381,2,7,1993,12,15,3,2,0,1,2,0,1,4,0,2,2,2,3,13,14,19,20,35,2, ,3, ,1,28,4,8,2, , , ,2, ,1,3,1,5,3,2,4,4,1,2,2, ,3,4,4,4, , , , , , ,2,2,1,8,9000,3,2,50,0,2, ,2,2,2,2,2,2,2,2,2,1,3,2,3,3,3,1, ,3,2,6,1,1, , , , , , , , , , , , , , , , , , , , , , , ,3,180,3,1,2,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,4,2,2,1, , , ,4,2,1, ,2,2,3,4,5,3,4,4,2, ,3,2, , ,6,2,6,5,2,2,2,3,4,5,2,4,2,4,3,4,2,3,2,2,1,3,2,1,1, , ,1, ,1, ,1,2017,2, , ,1,1,1,1,3,4,4,4,2,2,2,3,4,3,4,2,3,6, ,6,6,6,9,4,2013,3,1,2017,2,1,1, ,1,1,3,1,0,2.06497021193691,11339.2029194127
10164,1,31050560381,3,16,1996,12,14,3,1,0,1,1,0,1,2,0,2,2,2,4,12,13,19,20,30,3, ,2, ,1,25,7,3,2, , ,2,2, ,2,2,2, ,3,2,4,4,2, , , , , , , , , , , ,5,2,1,1,2,8,9000,1,1,30,0,2, ,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1, ,3,1,3,5,3,1,2,2,4,3, , ,1,6,4,4,4,2,3,4,2,3,4,2,3,6,6,7, , , , , ,3, ,3, , , ,3, , , ,1,1,1,2,4,8,4,1,4,2,2,3, ,2, ,3,1,1, ,2,2,2,3,2,3,2,3,2, ,4,2, , ,5,2,2,2,3,2,2,2,4,5,3,4,2,4,4,2,2,2,2,2,2,2,2,2,4, , ,2,4,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,4,4,4, , , , , , , , , , , , , , , ,2.06497021193691,11339.2029194127
10165,1,31050560381,8,29,1979,5,14,3,1,0,1,1,0,1,2,0,2,2,2,5,12,13,19,20,30,1,30,1,30,1,32,7,5,2, , ,1,2, ,1,3,2, ,3,4,4,4,1,2,2, ,2,3,4,3, , , , , , ,2,2,2,8,9000,3,1,50,0,2, ,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,1, ,3,1,5,5,1, , , , , , , , , , , , , , , , , , , , , , , ,3,300,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,1,4,1,4,2,2,3, ,2, ,4,2,1, ,2,2,3,3,2,4,4,4,2, ,4,2, , ,6,2,6,6,3,3,2,3,5,3,2,4,2,4,3,4,3,2,2,2,1,3,2,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,6,4,4,9,3,1997,3,1,2004,2,1,1, ,1,1,4,8,0,1.90434179039279,10457.1571368707
10166,1,31050560381,8,29,1979,8,2,3,1,0,1,1,0,1,2,0,2,2,2,3,12,13,19,20,32,2, ,1,30,1,30,6,5,2, , ,1,2, ,1,3,2, ,3,4,4,4,1,2,2, ,3,2,4,4, , , , , , ,2,2,2,8,10000,3,2,50,0,2, ,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,1, ,1,2,1,6,1, , , , , , , , , , , , , , , , , , , , , , , ,5,250,3,2, ,3, ,3, , , ,3, , , ,1,1,1,1, ,1,5,2,3,2,2,3, ,2, ,3,2,1, ,2,2,4,3,4,5,4,4,2, ,3,2, , ,4,2,4,4,1,2,2,2,2,3,4,5,2,4,4,2,2,2,2,2,1,4,3,2,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,3, ,5,4,4,10,2,1998,3,1,2000,2,2, ,2,1,1,1,3,0,2.05143594325799,11264.8832909605
